Time,OldRTT_ns,NewRTT_ns,Detection
27.108,6220976,8045880,NoWormhole
27.2043,6585957,4323044,WormholeDetected
27.306,6133374,6003806,NoWormhole
27.4042,6107460,4193465,NoWormhole
27.5065,5724661,6493100,NoWormhole
27.6034,5878349,3383338,WormholeDetected
27.7046,5379347,4583374,NoWormhole
27.8068,5220152,6833836,NoWormhole
27.9086,5542889,8599899,WormholeDetected
28.0071,6154291,7143350,NoWormhole
28.1042,6352103,4210611,WormholeDetected
28.2071,5923805,7122381,NoWormhole
28.3029,6163520,2893665,WormholeDetected
28.4066,5509549,6573538,NoWormhole
28.5044,5722347,4443287,NoWormhole
28.6089,5466535,8882031,WormholeDetected
28.7061,6149634,6063392,NoWormhole
28.8093,6132386,9271020,WormholeDetected
28.9051,6760113,5114542,NoWormhole
29.0088,6430999,8784717,WormholeDetected
29.1051,6901743,5067503,NoWormhole
29.2061,6534895,6063027,NoWormhole
29.3075,6440521,7543258,NoWormhole
29.4052,6661068,5152560,NoWormhole
29.5068,6359366,6753960,NoWormhole
29.6046,6438285,4623849,NoWormhole
29.7064,6075398,6433181,NoWormhole
29.8047,6146955,4683343,NoWormhole
29.9044,5854233,4442986,NoWormhole
30.0071,5571984,7130166,NoWormhole
30.1052,5883620,5232954,NoWormhole
30.2035,5753487,3471673,WormholeDetected
30.3046,5297124,4643470,NoWormhole
30.4057,5166393,5749962,NoWormhole
30.5038,5283107,3753258,NoWormhole
30.6032,4977137,3164475,NoWormhole
30.7036,4614605,3573075,NoWormhole
30.8048,4406299,4752964,NoWormhole
30.906,4475632,5972095,NoWormhole
