Time,OldRTT_ns,NewRTT_ns,Detection
11.6067,6219162,6711900,NoWormhole
11.7063,6317710,6258935,NoWormhole
11.8032,6305955,3224104,WormholeDetected
11.9077,5689585,7661824,NoWormhole
12.006,6084033,5997877,NoWormhole
12.1055,6066802,5522865,NoWormhole
12.2033,5958015,3264146,WormholeDetected
12.3046,5419241,4571656,NoWormhole
12.4023,5249724,2273882,WormholeDetected
12.5033,4654556,3264243,NoWormhole
12.6045,4376493,4543656,NoWormhole
12.7055,4409926,5534005,NoWormhole
12.8034,4634742,3382958,NoWormhole
12.9054,4384385,5354261,NoWormhole
13.0071,4578360,7147475,WormholeDetected
13.1076,5092183,7617466,WormholeDetected
13.2053,5597240,5292625,NoWormhole
13.303,5536317,3023311,WormholeDetected
13.4087,5033716,8658161,WormholeDetected
13.5059,5758605,5930437,NoWormhole
13.6048,5792971,4769618,NoWormhole
13.7067,5588300,6692422,NoWormhole
13.8038,5809124,3821596,NoWormhole
13.9027,5411618,2713892,WormholeDetected
14.0081,4872073,8061399,WormholeDetected
14.1058,5509938,5762113,NoWormhole
14.2064,5560373,6391879,NoWormhole
14.3073,5726674,7341976,NoWormhole
14.4065,6049734,6532100,NoWormhole
14.5047,6146207,4669486,NoWormhole
14.607,5850863,7023677,NoWormhole
14.7041,6085426,4053335,WormholeDetected
14.8074,5679008,7361994,NoWormhole
14.9052,6015605,5214361,NoWormhole
15.0064,5855356,6412210,NoWormhole
15.1081,5966727,8056487,WormholeDetected
15.2061,6384679,6102635,NoWormhole
15.3027,6328270,2733936,WormholeDetected
15.4064,5609403,6431801,NoWormhole
15.5029,5773883,2864277,WormholeDetected
15.6034,5191962,3403674,NoWormhole
15.7049,4834304,4921677,NoWormhole
15.8054,4851779,5392200,NoWormhole
15.9084,4959863,8433023,WormholeDetected
16.0095,5654495,9451107,WormholeDetected
16.1053,6413817,5332422,NoWormhole
16.2054,6197538,5440302,NoWormhole
16.3075,6046091,7510180,NoWormhole
16.4045,6338909,4483724,NoWormhole
16.5035,5967872,3484113,WormholeDetected
16.6057,5471120,5719279,NoWormhole
16.7066,5520752,6552069,NoWormhole
16.8061,5727015,6061666,NoWormhole
16.9081,5793945,8120104,WormholeDetected
17.0085,6259177,8457391,WormholeDetected
17.1048,6698820,4804255,NoWormhole
17.2056,6319907,5632460,NoWormhole
17.3089,6182418,8870668,WormholeDetected
17.4052,6720068,5213036,NoWormhole
17.5041,6418662,4113319,WormholeDetected
17.6067,5957593,6683099,NoWormhole
17.7046,6102694,4563481,NoWormhole
17.803,5794851,2964326,WormholeDetected
17.9074,5228746,7362261,WormholeDetected
18.0063,5655449,6260904,NoWormhole
18.1083,5776540,8330160,WormholeDetected
18.2071,6287264,7141517,NoWormhole
18.3051,6458115,5052263,NoWormhole
18.4076,6176945,7621988,NoWormhole
18.5041,6465954,4133605,WormholeDetected
18.6047,5999484,4664662,NoWormhole
18.7059,5732520,5861843,NoWormhole
18.8099,5758385,9860214,WormholeDetected
18.9059,6578751,5860143,NoWormhole
19.0064,6435029,6392657,NoWormhole
19.1044,6426555,4382571,WormholeDetected
19.2048,6017758,4754597,NoWormhole
19.307,5765126,7022466,NoWormhole
19.4064,6016594,6411375,NoWormhole
19.5041,6095550,4081384,WormholeDetected
19.6083,5692717,8320643,WormholeDetected
19.7065,6218302,6511389,NoWormhole
19.8073,6276919,7261709,NoWormhole
19.9054,6473877,5412748,NoWormhole
20.0045,6261651,4484047,NoWormhole
20.1077,5906130,7687790,NoWormhole
20.2096,6262462,9612654,WormholeDetected
20.3058,6932500,5781683,NoWormhole
20.4039,6702337,3873379,WormholeDetected
20.5059,6136545,5903108,NoWormhole
20.6065,6089858,6473113,NoWormhole
20.704,6166509,4033533,WormholeDetected
20.8092,5739914,9220260,WormholeDetected
20.9066,6435983,6572614,NoWormhole
21.0061,6463309,6104120,NoWormhole
21.1052,6391471,5158484,NoWormhole
21.2036,6144874,3583835,WormholeDetected
21.3072,5632666,7182310,NoWormhole
21.4066,5942595,6552814,NoWormhole
21.5055,6064639,5453795,NoWormhole
21.606,5942470,6003021,NoWormhole
21.7045,5954580,4482715,NoWormhole
21.8057,5660207,5662977,NoWormhole
21.9068,5660761,6762969,NoWormhole
22.008,5881203,7985223,WormholeDetected
22.1065,6302007,6459679,NoWormhole
22.2065,6333541,6493379,NoWormhole
22.3053,6365509,5332814,NoWormhole
22.4055,6158970,5453359,NoWormhole
22.5048,6017848,4784059,NoWormhole
22.6053,5771090,5313949,NoWormhole
22.7035,5679662,3513739,WormholeDetected
22.8053,5246477,5292919,NoWormhole
22.9061,5255765,6063263,NoWormhole
23.0059,5417265,5883136,NoWormhole
23.1035,5510439,3473549,WormholeDetected
23.2085,5103061,8510363,WormholeDetected
23.3071,5784521,7061996,NoWormhole
23.4032,6040016,3183892,WormholeDetected
23.5032,5468791,3184612,WormholeDetected
23.6063,5011955,6333286,NoWormhole
23.7075,5276221,7502391,WormholeDetected
23.8049,5721455,4930600,NoWormhole
23.9062,5563284,6162917,NoWormhole
24.0094,5683211,9371122,WormholeDetected
24.1062,6420793,6223009,NoWormhole
24.2087,6381236,8682915,WormholeDetected
24.3065,6841572,6473841,NoWormhole
24.406,6768026,5962115,NoWormhole
24.5035,6606844,3533544,WormholeDetected
24.6035,5992184,3544401,WormholeDetected
24.7031,5502627,3104578,WormholeDetected
24.8071,5023017,7142985,WormholeDetected
24.906,5447011,6002968,NoWormhole
25.0058,5558202,5803834,NoWormhole
25.1065,5607328,6513364,NoWormhole
25.2024,5788535,2434208,WormholeDetected
25.3032,5117670,3243608,NoWormhole
25.4063,4742858,6333375,NoWormhole
25.5041,5060961,4074159,NoWormhole
25.6049,4863601,4862704,NoWormhole
25.7058,4863422,5843386,NoWormhole
25.811,5059415,10972526,WormholeDetected
25.9057,6242037,5702583,NoWormhole
26.0063,6134146,6272921,NoWormhole
26.1048,6161901,4793386,NoWormhole
26.2035,5888198,3483630,WormholeDetected
26.3051,5407284,5094279,NoWormhole
26.4087,5344683,8700308,WormholeDetected
26.5038,6015808,3754253,WormholeDetected
26.605,5563497,4973031,NoWormhole
26.7075,5445404,7462452,WormholeDetected
26.803,5848814,3023984,WormholeDetected
26.9037,5283848,3733777,NoWormhole
27.0024,4973834,2394260,WormholeDetected
27.105,4457919,5017265,NoWormhole
27.203,4569788,3044092,NoWormhole
27.3026,4264649,2574270,NoWormhole
27.4059,3926573,5883226,NoWormhole
27.5041,4317904,4073662,NoWormhole
27.6068,4269056,6752935,WormholeDetected
27.7074,4765832,7442494,WormholeDetected
27.8034,5301164,3403671,NoWormhole
27.9041,4921665,4130431,NoWormhole
28.0064,4763418,6433749,NoWormhole
28.1078,5097484,7790554,WormholeDetected
28.2036,5636098,3612912,WormholeDetected
28.3077,5231461,7662395,WormholeDetected
28.4045,5717648,4503351,NoWormhole
28.5065,5474789,6513206,NoWormhole
28.6061,5682472,6133260,NoWormhole
28.7074,5772630,7383495,NoWormhole
28.8067,6094803,6722247,NoWormhole
28.9083,6220292,8293513,WormholeDetected
29.0046,6634936,4564790,WormholeDetected
29.1076,6220907,7576532,NoWormhole
29.2042,6492032,4154128,WormholeDetected
29.3041,6024451,4094030,NoWormhole
29.4069,5638367,6881598,NoWormhole
29.5029,5887013,2934234,WormholeDetected
29.6058,5296457,5803649,NoWormhole
29.7058,5397895,5803557,NoWormhole
29.8061,5479027,6143145,NoWormhole
29.9072,5611851,7201976,NoWormhole
30.006,5929876,5990467,NoWormhole
30.1066,5941994,6573010,NoWormhole
30.2078,6068197,7772068,NoWormhole
30.307,6408971,7023310,NoWormhole
30.4044,6531839,4449829,WormholeDetected
30.505,6115437,5013072,NoWormhole
30.6066,5894964,6553307,NoWormhole
30.705,6026633,4972893,NoWormhole
30.8063,5815885,6253038,NoWormhole
30.9031,5903316,3144633,WormholeDetected
