Time,OldRTT_ns,NewRTT_ns,Detection
16.0048,5898353,4847999,NoWormhole
16.1068,5688282,6812603,NoWormhole
16.2076,5913146,7569794,NoWormhole
16.3061,6244476,6130418,NoWormhole
16.4052,6221664,5193454,NoWormhole
16.5047,6016022,4684306,NoWormhole
16.6063,5749679,6329011,NoWormhole
16.7073,5865545,7301802,NoWormhole
16.8069,6152796,6891400,NoWormhole
16.9053,6300517,5281611,NoWormhole
17.0042,6096736,4174583,NoWormhole
17.1042,5712305,4154297,NoWormhole
17.2068,5400703,6832538,NoWormhole
17.3098,5687070,9760402,WormholeDetected
17.4058,6501736,5802770,NoWormhole
17.5061,6361943,6062363,NoWormhole
17.604,6302027,4044417,WormholeDetected
17.7073,5850505,7272249,NoWormhole
17.8055,6134854,5523838,NoWormhole
17.9032,6012651,3224260,WormholeDetected
18.0074,5454973,7410638,NoWormhole
18.1103,5846106,10270463,WormholeDetected
18.2032,6730977,3164396,WormholeDetected
18.3064,6017661,6372465,NoWormhole
18.4066,6088622,6572029,NoWormhole
18.508,6185303,8022483,NoWormhole
18.607,6552739,7012396,NoWormhole
18.7074,6644670,7402151,NoWormhole
18.8057,6796166,5741685,NoWormhole
18.9053,6585270,5270184,NoWormhole
19.0082,6322253,8216392,NoWormhole
19.1052,6701081,5152306,NoWormhole
19.2022,6391326,2214431,WormholeDetected
19.3028,5555947,2824443,WormholeDetected
19.407,5009646,7021110,WormholeDetected
19.505,5411939,4971119,NoWormhole
19.6072,5323775,7210680,NoWormhole
19.7071,5701156,7081124,NoWormhole
19.8051,5977150,5072991,NoWormhole
19.9067,5796318,6692860,NoWormhole
20.0023,5975626,2314436,WormholeDetected
20.1071,5243388,7077824,NoWormhole
20.2066,5610275,6603928,NoWormhole
20.3074,5809006,7362009,NoWormhole
20.4054,6119607,5373708,NoWormhole
20.5072,5970427,7182701,NoWormhole
20.6033,6212882,3324434,WormholeDetected
20.7074,5635192,7351207,NoWormhole
20.8054,5978395,5381692,NoWormhole
20.9075,5859054,7522350,NoWormhole
21.0025,6191713,2494792,WormholeDetected
21.1058,5452329,5808220,NoWormhole
21.207,5523507,6952866,NoWormhole
21.3066,5809379,6592337,NoWormhole
21.4072,5965971,7222550,NoWormhole
21.5048,6217287,4763820,NoWormhole
21.6047,5926594,4722748,NoWormhole
21.7062,5685825,6212194,NoWormhole
21.8072,5791099,7243114,NoWormhole
21.9062,6081502,6172992,NoWormhole
22.0086,6099800,8554960,WormholeDetected
22.1082,6590832,8184890,NoWormhole
22.2031,6909644,3144326,WormholeDetected
22.3061,6156580,6082551,NoWormhole
22.4061,6141774,6103096,NoWormhole
22.5036,6134038,3584291,WormholeDetected
22.6034,5624089,3404294,WormholeDetected
22.7048,5180130,4774095,NoWormhole
22.8065,5098923,6513133,NoWormhole
22.9073,5381765,7323621,NoWormhole
23.0066,5770136,6632874,NoWormhole
23.1064,5942684,6412962,NoWormhole
23.2045,6036740,4521450,NoWormhole
23.3036,5733682,3554608,WormholeDetected
23.4039,5297867,3913631,NoWormhole
23.5058,5021020,5823435,NoWormhole
23.6072,5181503,7203025,WormholeDetected
23.7047,5585807,4723254,NoWormhole
23.8035,5413296,3450809,NoWormhole
23.9052,5020799,5212928,NoWormhole
24.0053,5059225,5278486,NoWormhole
24.1056,5103077,5593019,NoWormhole
24.2098,5201065,9792654,WormholeDetected
24.3032,6119383,3184750,WormholeDetected
24.4066,5532456,6591855,NoWormhole
24.5051,5744336,5113764,NoWormhole
24.6047,5618222,4664621,NoWormhole
24.7058,5427502,5783406,NoWormhole
24.8043,5498683,4264121,NoWormhole
24.9053,5251771,5292973,NoWormhole
25.0064,5260011,6433575,NoWormhole
25.1059,5494724,5923367,NoWormhole
25.2047,5580453,4663597,NoWormhole
25.3053,5397082,5313143,NoWormhole
25.4032,5380294,3204049,WormholeDetected
25.5053,4945045,5334550,NoWormhole
25.6078,5022946,7770180,WormholeDetected
25.7073,5572393,7263580,NoWormhole
25.8095,5910630,9522526,WormholeDetected
25.9073,6633009,7282981,NoWormhole
26.0057,6763003,5702919,NoWormhole
26.1061,6550986,6133612,NoWormhole
26.206,6467511,5963016,NoWormhole
26.3045,6366612,4484275,NoWormhole
26.4058,5990145,5831470,NoWormhole
26.5032,5958410,3164248,WormholeDetected
26.6065,5399578,6513260,NoWormhole
26.7032,5622314,3164340,WormholeDetected
26.8056,5130719,5563185,NoWormhole
26.9059,5217212,5943187,NoWormhole
27.005,5362407,5033416,NoWormhole
27.1069,5296609,6886863,NoWormhole
27.2065,5614660,6472252,NoWormhole
27.304,5786178,3994502,NoWormhole
27.4074,5427843,7363444,NoWormhole
27.5053,5814963,5314080,NoWormhole
27.6073,5714786,7342679,NoWormhole
27.7032,6040365,3244353,WormholeDetected
27.8046,5481163,4583906,NoWormhole
27.906,5301712,5970666,NoWormhole
28.0036,5435503,3584584,NoWormhole
28.1089,5065319,8920299,WormholeDetected
28.2048,5836315,4833147,NoWormhole
28.307,5635681,7032378,NoWormhole
28.4058,5915020,5843589,NoWormhole
28.5059,5900734,5883188,NoWormhole
28.6068,5897225,6803006,NoWormhole
28.7067,6078381,6693475,NoWormhole
28.8078,6201400,7751994,NoWormhole
28.9065,6511519,6464626,NoWormhole
29.0033,6502140,3264903,WormholeDetected
29.1028,5854693,2838271,WormholeDetected
29.2082,5251409,8191111,WormholeDetected
29.3047,5839349,4703777,NoWormhole
29.4039,5612235,3853611,NoWormhole
29.5047,5260510,4724015,NoWormhole
29.6072,5153211,7163902,WormholeDetected
29.707,5555349,7043265,NoWormhole
29.8074,5852932,7423400,NoWormhole
29.9051,6167026,5053071,NoWormhole
30.0066,5944235,6560216,NoWormhole
30.1031,6067431,3084384,WormholeDetected
30.2085,5470822,8481817,WormholeDetected
30.3064,6073021,6433280,NoWormhole
30.4066,6145073,6640048,NoWormhole
30.5071,6244068,7064034,NoWormhole
30.6044,6408061,4384389,WormholeDetected
30.7065,6003327,6473143,NoWormhole
30.8027,6097290,2704392,WormholeDetected
30.9065,5418710,6542182,NoWormhole
