Time,OldRTT_ns,NewRTT_ns,Detection
8.80369,6977691,3692739,WormholeDetected
8.90604,6320701,6042002,NoWormhole
9.00474,6264961,4742914,NoWormhole
9.10812,5960552,8115888,WormholeDetected
9.20282,6391619,2822788,WormholeDetected
9.30415,5677853,4153131,NoWormhole
9.4064,5372909,6399323,NoWormhole
9.50306,5578192,3063565,WormholeDetected
9.60566,5075267,5661927,NoWormhole
9.70699,5192599,6989579,NoWormhole
9.80503,5551995,5032395,NoWormhole
9.90478,5448075,4782910,NoWormhole
10.005,5315042,5020734,NoWormhole
10.1046,5256180,4622101,NoWormhole
10.2037,5129364,3732895,NoWormhole
10.3082,4850070,8208223,WormholeDetected
10.4029,5521701,2893434,WormholeDetected
10.5077,4996048,7668417,WormholeDetected
10.6037,5530522,3652136,NoWormhole
10.7048,5154845,4763371,NoWormhole
10.8073,5076550,7281815,WormholeDetected
10.9057,5517603,5731317,NoWormhole
11.0049,5560346,4949238,NoWormhole
11.1054,5438124,5422286,NoWormhole
11.2072,5434956,7241483,NoWormhole
11.3066,5796261,6571535,NoWormhole
11.4046,5951316,4642890,NoWormhole
11.5047,5689631,4703129,NoWormhole
11.6076,5492331,7601596,WormholeDetected
11.7042,5914184,4249757,NoWormhole
11.8072,5581299,7182020,NoWormhole
11.907,5901443,7012236,NoWormhole
12.0089,6123602,8862184,WormholeDetected
12.1063,6671318,6292562,NoWormhole
12.2078,6595567,7839558,NoWormhole
12.3071,6844365,7090474,NoWormhole
12.4066,6893587,6612456,NoWormhole
12.5073,6837361,7322187,NoWormhole
12.6031,6934326,3123877,WormholeDetected
12.7043,6172236,4293830,NoWormhole
12.806,5796555,6041506,NoWormhole
12.9072,5845545,7242572,NoWormhole
13.0046,6124950,4608100,NoWormhole
13.1035,5821580,3520449,WormholeDetected
13.2047,5361354,4663027,NoWormhole
13.305,5221689,5012329,NoWormhole
13.4078,5179817,7768562,WormholeDetected
13.5066,5697566,6600139,NoWormhole
13.6031,5878081,3129815,WormholeDetected
13.7059,5328428,5942820,NoWormhole
13.807,5451306,6996352,NoWormhole
13.9066,5760315,6619622,NoWormhole
14.0059,5932176,5861587,NoWormhole
14.108,5918058,8036927,WormholeDetected
14.205,6341832,4972061,NoWormhole
14.3064,6067878,6432370,NoWormhole
14.4058,6140776,5842493,NoWormhole
14.5039,6081119,3859878,WormholeDetected
14.6033,5636871,3283954,WormholeDetected
14.7094,5166288,9351216,WormholeDetected
14.8065,6003274,6512384,NoWormhole
14.9075,6105096,7482676,NoWormhole
15.0031,6380612,3063561,WormholeDetected
15.1062,5717202,6232244,NoWormhole
15.2055,5820210,5453022,NoWormhole
15.3054,5746772,5373465,NoWormhole
15.4053,5672111,5251956,NoWormhole
15.5073,5588080,7281917,NoWormhole
15.6069,5926847,6892220,NoWormhole
15.707,6119922,7009992,NoWormhole
15.8048,6297936,4782582,NoWormhole
15.9078,5994865,7783404,NoWormhole
16.0069,6352573,6877016,NoWormhole
16.1033,6457462,3323037,WormholeDetected
16.206,5830577,6030013,NoWormhole
16.3083,5870464,8259892,WormholeDetected
16.4075,6348350,7481793,NoWormhole
16.5053,6575039,5254041,NoWormhole
16.6049,6310839,4869655,NoWormhole
16.7054,6022602,5412194,NoWormhole
16.8089,5900520,8879746,WormholeDetected
16.9075,6496365,7470477,NoWormhole
17.0076,6691187,7627763,NoWormhole
17.1074,6878502,7402890,NoWormhole
17.2062,6983380,6202175,NoWormhole
17.307,6827139,6950778,NoWormhole
17.4071,6851867,7102092,NoWormhole
17.5074,6901912,7361686,NoWormhole
17.6061,6993867,6073467,NoWormhole
17.7025,6809787,2473336,WormholeDetected
17.8069,5942497,6903162,NoWormhole
17.9065,6134630,6472626,NoWormhole
18.008,6202229,8020389,NoWormhole
18.1071,6565861,7060524,NoWormhole
18.2064,6664794,6371880,NoWormhole
18.3044,6606211,4422625,WormholeDetected
18.4054,6169494,5372138,NoWormhole
18.5048,6010023,4843325,NoWormhole
18.6096,5776683,9580755,WormholeDetected
18.7047,6537497,4701920,NoWormhole
18.8089,6170382,8890572,WormholeDetected
18.9064,6714420,6429864,NoWormhole
19.0051,6657509,5112728,NoWormhole
19.1076,6348553,7560669,NoWormhole
19.2076,6590976,7582924,NoWormhole
19.3063,6789366,6272820,NoWormhole
19.4057,6686057,5661728,NoWormhole
19.5092,6481191,9150354,WormholeDetected
19.6066,7015024,6560297,NoWormhole
19.7059,6924079,5921740,NoWormhole
19.8066,6723611,6592059,NoWormhole
19.9061,6697301,6082474,NoWormhole
20.0072,6574336,7202717,NoWormhole
20.1065,6700012,6467437,NoWormhole
20.209,6653497,9003001,WormholeDetected
20.3039,7123398,3892327,WormholeDetected
20.4076,6477184,7582082,NoWormhole
20.5046,6698164,4623140,WormholeDetected
20.6075,6283159,7502841,NoWormhole
20.7023,6527095,2333562,WormholeDetected
20.8084,5688388,8390602,WormholeDetected
20.9054,6228831,5392637,NoWormhole
21.0075,6061592,7483021,NoWormhole
21.104,6345878,3958504,WormholeDetected
21.2063,5868403,6322469,NoWormhole
21.306,5959216,6021939,NoWormhole
21.4047,5971761,4682370,NoWormhole
21.5061,5713883,6123528,NoWormhole
21.6033,5795812,3302964,WormholeDetected
21.7036,5297242,3593050,NoWormhole
21.8066,4956404,6632711,NoWormhole
21.9055,5291665,5502588,NoWormhole
22.0072,5333850,7175555,NoWormhole
22.1032,5702191,3190126,WormholeDetected
22.2045,5199778,4483419,NoWormhole
22.3067,5056506,6652337,NoWormhole
22.4068,5375672,6772883,NoWormhole
22.506,5655114,6003403,NoWormhole
22.6075,5724772,7463223,NoWormhole
22.7073,6072462,7342491,NoWormhole
22.8046,6326468,4623245,NoWormhole
22.9033,5985823,3283049,WormholeDetected
23.0047,5445268,4703108,NoWormhole
23.1043,5296836,4263289,NoWormhole
23.2079,5090127,7940685,WormholeDetected
23.3065,5660239,6492317,NoWormhole
23.4067,5826655,6732326,NoWormhole
23.5073,6007789,7282785,NoWormhole
23.6044,6262788,4363729,NoWormhole
23.7054,5882976,5433052,NoWormhole
23.8096,5792991,9578451,WormholeDetected
23.9041,6550083,4073145,WormholeDetected
24.0082,6054695,8221438,WormholeDetected
24.1083,6488044,8279965,NoWormhole
24.2056,6846428,5593342,NoWormhole
24.3045,6595811,4543862,WormholeDetected
24.4052,6185421,5192427,NoWormhole
24.503,5986822,2963855,WormholeDetected
24.6053,5382229,5254426,NoWormhole
24.7064,5356668,6373212,NoWormhole
24.8064,5559977,6373294,NoWormhole
24.9067,5722640,6692716,NoWormhole
25.0071,5916655,7083384,NoWormhole
25.1047,6150001,4703582,NoWormhole
25.206,5860717,6003018,NoWormhole
25.3038,5889177,3813359,WormholeDetected
25.405,5474013,5033461,NoWormhole
25.5076,5385903,7642973,WormholeDetected
25.6067,5837317,6739741,NoWormhole
25.7065,6017802,6513139,NoWormhole
25.807,6116869,6963687,NoWormhole
25.9037,6286233,3733140,WormholeDetected
26.0051,5775614,5112476,NoWormhole
26.1034,5642986,3373461,WormholeDetected
26.2043,5189081,4253385,NoWormhole
26.3075,5001942,7503647,WormholeDetected
26.4078,5502283,7750604,WormholeDetected
26.5066,5951947,6593152,NoWormhole
26.6034,6080188,3392913,WormholeDetected
26.7066,5542733,6572745,NoWormhole
26.8072,5748735,7222554,NoWormhole
26.9024,6043499,2433650,WormholeDetected
27.0038,5321529,3753631,NoWormhole
27.1092,5007949,9215302,WormholeDetected
27.2053,5849420,5332466,NoWormhole
27.3072,5746029,7203584,NoWormhole
27.4065,6037540,6532987,NoWormhole
27.5072,6136629,7182524,NoWormhole
27.6058,6345808,5843220,NoWormhole
27.7067,6245290,6672779,NoWormhole
27.8061,6330788,6084023,NoWormhole
27.903,6281435,2970280,WormholeDetected
28.0047,5619204,4703735,NoWormhole
28.1058,5436110,5810397,NoWormhole
28.2028,5510967,2803192,WormholeDetected
28.3055,4969412,5492397,NoWormhole
28.403,5074009,2963186,WormholeDetected
28.5033,4651844,3303190,NoWormhole
28.6095,4382113,9491462,WormholeDetected
28.7053,5403983,5253577,NoWormhole
28.8102,5373902,10240452,WormholeDetected
28.9077,6347212,7703787,NoWormhole
29.0095,6618527,9474150,WormholeDetected
29.1065,7189652,6526805,NoWormhole
29.2091,7057083,9060956,WormholeDetected
29.3066,7457858,6553441,NoWormhole
29.4063,7276975,6311868,NoWormhole
29.5062,7083954,6184142,NoWormhole
29.6065,6903992,6453422,NoWormhole
29.7033,6813878,3263990,WormholeDetected
29.8067,6103900,6732919,NoWormhole
29.9063,6229704,6292242,NoWormhole
30.0047,6242212,4730262,NoWormhole
30.1075,5939822,7482786,NoWormhole
30.2063,6248415,6271857,NoWormhole
30.3058,6253103,5842793,NoWormhole
30.4095,6171041,9497440,WormholeDetected
30.5031,6836321,3143437,WormholeDetected
30.6056,6097744,5563567,NoWormhole
30.703,5990909,2963253,WormholeDetected
30.807,5385378,7022818,NoWormhole
30.9074,5712866,7412042,NoWormhole
